"From","Line","Target","ExactExists","NameExists","FileName"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","261","uxm31_full_tool_fb.exe ide command.json","False","False","uxm31_full_tool_fb.exe ide command.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","260","uxm31_full_tool_fb.exe opt kaynak.uxm opt.json","False","False","uxm31_full_tool_fb.exe opt kaynak.uxm opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","258","uxm31_full_tool_fb.exe run kaynak.uxm","False","False","uxm31_full_tool_fb.exe run kaynak.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","259","uxm31_full_tool_fb.exe uir kaynak.uxm out.uir.json","False","False","uxm31_full_tool_fb.exe uir kaynak.uxm out.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","58","uxm31_full_tool.exe","False","False","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","131","uxm31_full_tool.exe ide ide_run.json","False","False","uxm31_full_tool.exe ide ide_run.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1324","uxm31_full_tool.exe opt program.uxm build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","4766","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json","False","False","test20.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1081","uxm31_full_tool.exe opt tests_full\test35_optimizer_visible_result.uxm build\test35.opt.json","False","False","test35.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","1535","uxm31_full_tool.exe opt tests\test05_meta_add.uxm build\test05.opt.json","False","False","test05.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","297","uxm31_full_tool.exe run program.uxm","False","False","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ide\uxminima-vscode\docs\UXM_IDE_PROTOCOL.md","6","uxm31_full_tool.exe run source.uxm","False","False","uxm31_full_tool.exe run source.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1323","uxm31_full_tool.exe uir program.uxm build\program.uir.json","False","False","program.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","4765","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json","False","False","test20.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","1534","uxm31_full_tool.exe uir tests\test05_meta_add.uxm build\test05.uir.json","False","False","test05.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\tests\UX-MINIMA x64 V3.1 Tasar#U0131m Belgesi.md","6439","uxmc program.uxm","False","False","uxmc program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","86","Windows .exe","False","False","windows .exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","80","x64 NASM .asm","False","False","x64 nasm .asm"
