Path,Extension,Role,Bytes,Lines,ProposedTarget,Action
build/test20_fifo_char_order.o,.o,build_artifact_or_log,2895,,uxm/build/obj/archive/test20_fifo_char_order.o,MOVE_ARTIFACT
build/test21_fifo_count_peek.asm,.asm,build_artifact_or_log,6638,,uxm/build/asm/archive/test21_fifo_count_peek.asm,MOVE_ARTIFACT
build/test21_fifo_count_peek.o,.o,build_artifact_or_log,3110,,uxm/build/obj/archive/test21_fifo_count_peek.o,MOVE_ARTIFACT
build/test22_data_write_read_char.asm,.asm,build_artifact_or_log,6820,,uxm/build/asm/archive/test22_data_write_read_char.asm,MOVE_ARTIFACT
build/test22_data_write_read_char.o,.o,build_artifact_or_log,2965,,uxm/build/obj/archive/test22_data_write_read_char.o,MOVE_ARTIFACT
build/test23_data_digit_ascii_to_number.asm,.asm,build_artifact_or_log,4901,,uxm/build/asm/archive/test23_data_digit_ascii_to_number.asm,MOVE_ARTIFACT
build/test23_data_digit_ascii_to_number.o,.o,build_artifact_or_log,2332,,uxm/build/obj/archive/test23_data_digit_ascii_to_number.o,MOVE_ARTIFACT
build/test24_data_block_copy_print.asm,.asm,build_artifact_or_log,12577,,uxm/build/asm/archive/test24_data_block_copy_print.asm,MOVE_ARTIFACT
build/test24_data_block_copy_print.o,.o,build_artifact_or_log,5049,,uxm/build/obj/archive/test24_data_block_copy_print.o,MOVE_ARTIFACT
build/test25_data_sort_ascending.asm,.asm,build_artifact_or_log,14169,,uxm/build/asm/archive/test25_data_sort_ascending.asm,MOVE_ARTIFACT
build/test25_data_sort_ascending.o,.o,build_artifact_or_log,5643,,uxm/build/obj/archive/test25_data_sort_ascending.o,MOVE_ARTIFACT
build/test26_tape_sort_descending_chars.asm,.asm,build_artifact_or_log,7940,,uxm/build/asm/archive/test26_tape_sort_descending_chars.asm,MOVE_ARTIFACT
build/test26_tape_sort_descending_chars.o,.o,build_artifact_or_log,3370,,uxm/build/obj/archive/test26_tape_sort_descending_chars.o,MOVE_ARTIFACT
build/test27_tape_linear_search.asm,.asm,build_artifact_or_log,8530,,uxm/build/asm/archive/test27_tape_linear_search.asm,MOVE_ARTIFACT
build/test27_tape_linear_search.o,.o,build_artifact_or_log,3644,,uxm/build/obj/archive/test27_tape_linear_search.o,MOVE_ARTIFACT
build/test28_dynamic_meta_fifo.asm,.asm,build_artifact_or_log,6436,,uxm/build/asm/archive/test28_dynamic_meta_fifo.asm,MOVE_ARTIFACT
build/test28_dynamic_meta_fifo.o,.o,build_artifact_or_log,2855,,uxm/build/obj/archive/test28_dynamic_meta_fifo.o,MOVE_ARTIFACT
build/test29_nested_macro_call.asm,.asm,build_artifact_or_log,5664,,uxm/build/asm/archive/test29_nested_macro_call.asm,MOVE_ARTIFACT
build/test29_nested_macro_call.o,.o,build_artifact_or_log,2543,,uxm/build/obj/archive/test29_nested_macro_call.o,MOVE_ARTIFACT
build/test30_word_mode_add.asm,.asm,build_artifact_or_log,5710,,uxm/build/asm/archive/test30_word_mode_add.asm,MOVE_ARTIFACT
build/test30_word_mode_add.o,.o,build_artifact_or_log,2601,,uxm/build/obj/archive/test30_word_mode_add.o,MOVE_ARTIFACT
build/test31_safe_mode_wild_denied.asm,.asm,build_artifact_or_log,6813,,uxm/build/asm/archive/test31_safe_mode_wild_denied.asm,MOVE_ARTIFACT
build/test31_safe_mode_wild_denied.o,.o,build_artifact_or_log,3003,,uxm/build/obj/archive/test31_safe_mode_wild_denied.o,MOVE_ARTIFACT
build/test32_wild_layout_change.asm,.asm,build_artifact_or_log,6619,,uxm/build/asm/archive/test32_wild_layout_change.asm,MOVE_ARTIFACT
build/test32_wild_layout_change.o,.o,build_artifact_or_log,2969,,uxm/build/obj/archive/test32_wild_layout_change.o,MOVE_ARTIFACT
build/test33_bitwise_and_stack.asm,.asm,build_artifact_or_log,6123,,uxm/build/asm/archive/test33_bitwise_and_stack.asm,MOVE_ARTIFACT
build/test33_bitwise_and_stack.o,.o,build_artifact_or_log,2697,,uxm/build/obj/archive/test33_bitwise_and_stack.o,MOVE_ARTIFACT
build/test34_data_block_clear.asm,.asm,build_artifact_or_log,9097,,uxm/build/asm/archive/test34_data_block_clear.asm,MOVE_ARTIFACT
build/test34_data_block_clear.o,.o,build_artifact_or_log,3800,,uxm/build/obj/archive/test34_data_block_clear.o,MOVE_ARTIFACT
build/test35_optimizer_visible_result.asm,.asm,build_artifact_or_log,5125,,uxm/build/asm/archive/test35_optimizer_visible_result.asm,MOVE_ARTIFACT
build/test35_optimizer_visible_result.o,.o,build_artifact_or_log,2367,,uxm/build/obj/archive/test35_optimizer_visible_result.o,MOVE_ARTIFACT
build/test40_4bit_cpu_alu_model.asm,.asm,build_artifact_or_log,17524,,uxm/build/asm/archive/test40_4bit_cpu_alu_model.asm,MOVE_ARTIFACT
build/test40_4bit_cpu_alu_model.o,.o,build_artifact_or_log,6918,,uxm/build/obj/archive/test40_4bit_cpu_alu_model.o,MOVE_ARTIFACT
build/test41_4_neuron_nn_model.asm,.asm,build_artifact_or_log,25097,,uxm/build/asm/archive/test41_4_neuron_nn_model.asm,MOVE_ARTIFACT
build/test41_4_neuron_nn_model.o,.o,build_artifact_or_log,9292,,uxm/build/obj/archive/test41_4_neuron_nn_model.o,MOVE_ARTIFACT
build/test42_error_flag_set_reset.asm,.asm,build_artifact_or_log,4539,,uxm/build/asm/archive/test42_error_flag_set_reset.asm,MOVE_ARTIFACT
build/test42_error_flag_set_reset.o,.o,build_artifact_or_log,2363,,uxm/build/obj/archive/test42_error_flag_set_reset.o,MOVE_ARTIFACT
build/test43_error_macro_helpers.asm,.asm,build_artifact_or_log,5499,,uxm/build/asm/archive/test43_error_macro_helpers.asm,MOVE_ARTIFACT
build/test43_error_macro_helpers.o,.o,build_artifact_or_log,2888,,uxm/build/obj/archive/test43_error_macro_helpers.o,MOVE_ARTIFACT
build/test44_asin.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test44_asin.asm,MOVE_ARTIFACT
build/test44_asin.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test44_asin.o,MOVE_ARTIFACT
build/test44_meta_version_info.asm,.asm,build_artifact_or_log,4204,,uxm/build/asm/archive/test44_meta_version_info.asm,MOVE_ARTIFACT
build/test44_meta_version_info.o,.o,build_artifact_or_log,2226,,uxm/build/obj/archive/test44_meta_version_info.o,MOVE_ARTIFACT
build/test45_acos.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test45_acos.asm,MOVE_ARTIFACT
build/test45_acos.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test45_acos.o,MOVE_ARTIFACT
build/test45_pointer_meta_extended.asm,.asm,build_artifact_or_log,5746,,uxm/build/asm/archive/test45_pointer_meta_extended.asm,MOVE_ARTIFACT
build/test45_pointer_meta_extended.o,.o,build_artifact_or_log,2923,,uxm/build/obj/archive/test45_pointer_meta_extended.o,MOVE_ARTIFACT
build/test46_fifo_clear.asm,.asm,build_artifact_or_log,7975,,uxm/build/asm/archive/test46_fifo_clear.asm,MOVE_ARTIFACT
build/test46_fifo_clear.o,.o,build_artifact_or_log,3641,,uxm/build/obj/archive/test46_fifo_clear.o,MOVE_ARTIFACT
build/test46_sqrt.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test46_sqrt.asm,MOVE_ARTIFACT
build/test46_sqrt.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test46_sqrt.o,MOVE_ARTIFACT
build/test47_sinh.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test47_sinh.asm,MOVE_ARTIFACT
build/test47_sinh.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test47_sinh.o,MOVE_ARTIFACT
build/test47_tape_sort_ascending.asm,.asm,build_artifact_or_log,7940,,uxm/build/asm/archive/test47_tape_sort_ascending.asm,MOVE_ARTIFACT
build/test47_tape_sort_ascending.o,.o,build_artifact_or_log,3370,,uxm/build/obj/archive/test47_tape_sort_ascending.o,MOVE_ARTIFACT
build/test48_cosh.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test48_cosh.asm,MOVE_ARTIFACT
build/test48_cosh.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test48_cosh.o,MOVE_ARTIFACT
build/test48_data_sort_descending.asm,.asm,build_artifact_or_log,14169,,uxm/build/asm/archive/test48_data_sort_descending.asm,MOVE_ARTIFACT
build/test48_data_sort_descending.o,.o,build_artifact_or_log,5643,,uxm/build/obj/archive/test48_data_sort_descending.o,MOVE_ARTIFACT
build/test49_data_linear_search.asm,.asm,build_artifact_or_log,6014,,uxm/build/asm/archive/test49_data_linear_search.asm,MOVE_ARTIFACT
build/test49_data_linear_search.o,.o,build_artifact_or_log,2739,,uxm/build/obj/archive/test49_data_linear_search.o,MOVE_ARTIFACT
build/test49_tanh.asm,.asm,build_artifact_or_log,4730,,uxm/build/asm/archive/test49_tanh.asm,MOVE_ARTIFACT
build/test49_tanh.o,.o,build_artifact_or_log,2264,,uxm/build/obj/archive/test49_tanh.o,MOVE_ARTIFACT
build/test50_tape_block_copy_clear.asm,.asm,build_artifact_or_log,15982,,uxm/build/asm/archive/test50_tape_block_copy_clear.asm,MOVE_ARTIFACT
build/test50_tape_block_copy_clear.o,.o,build_artifact_or_log,6381,,uxm/build/obj/archive/test50_tape_block_copy_clear.o,MOVE_ARTIFACT
build/test51_meta_print_stack_pop.asm,.asm,build_artifact_or_log,4785,,uxm/build/asm/archive/test51_meta_print_stack_pop.asm,MOVE_ARTIFACT
build/test51_meta_print_stack_pop.log,.log,build_artifact_or_log,263,,uxm/build/logs/archive/test51_meta_print_stack_pop.log,MOVE_ARTIFACT
build/test51_meta_print_stack_pop.o,.o,build_artifact_or_log,2200,,uxm/build/obj/archive/test51_meta_print_stack_pop.o,MOVE_ARTIFACT
build/test52_meta_print_hex.asm,.asm,build_artifact_or_log,4541,,uxm/build/asm/archive/test52_meta_print_hex.asm,MOVE_ARTIFACT
build/test52_meta_print_hex.log,.log,build_artifact_or_log,251,,uxm/build/logs/archive/test52_meta_print_hex.log,MOVE_ARTIFACT
build/test52_meta_print_hex.o,.o,build_artifact_or_log,2157,,uxm/build/obj/archive/test52_meta_print_hex.o,MOVE_ARTIFACT
build/test53_meta_print_bin.asm,.asm,build_artifact_or_log,4537,,uxm/build/asm/archive/test53_meta_print_bin.asm,MOVE_ARTIFACT
build/test53_meta_print_bin.log,.log,build_artifact_or_log,252,,uxm/build/logs/archive/test53_meta_print_bin.log,MOVE_ARTIFACT
build/test53_meta_print_bin.o,.o,build_artifact_or_log,2155,,uxm/build/obj/archive/test53_meta_print_bin.o,MOVE_ARTIFACT
build/test54_meta_print_char_raw.asm,.asm,build_artifact_or_log,4539,,uxm/build/asm/archive/test54_meta_print_char_raw.asm,MOVE_ARTIFACT
build/test54_meta_print_char_raw.log,.log,build_artifact_or_log,260,,uxm/build/logs/archive/test54_meta_print_char_raw.log,MOVE_ARTIFACT
build/test54_meta_print_char_raw.o,.o,build_artifact_or_log,2155,,uxm/build/obj/archive/test54_meta_print_char_raw.o,MOVE_ARTIFACT
build/test_expect_report.json,.json,other,3829,206,uxm/legacy/other_old/build/test_expect_report.json,MOVE_LEGACY_OTHER
build/test_expect_report_only_marked.json,.json,other,1866,98,uxm/legacy/other_old/build/test_expect_report_only_marked.json,MOVE_LEGACY_OTHER
build/test_fp01_add_int.asm,.asm,build_artifact_or_log,15072,,uxm/build/asm/archive/test_fp01_add_int.asm,MOVE_ARTIFACT
build/test_fp01_add_int.o,.o,build_artifact_or_log,5973,,uxm/build/obj/archive/test_fp01_add_int.o,MOVE_ARTIFACT
build/test_fp02_sub_int.asm,.asm,build_artifact_or_log,15074,,uxm/build/asm/archive/test_fp02_sub_int.asm,MOVE_ARTIFACT
build/test_fp02_sub_int.o,.o,build_artifact_or_log,5973,,uxm/build/obj/archive/test_fp02_sub_int.o,MOVE_ARTIFACT
build/test_fp03_mul_int.asm,.asm,build_artifact_or_log,15072,,uxm/build/asm/archive/test_fp03_mul_int.asm,MOVE_ARTIFACT
build/test_fp03_mul_int.o,.o,build_artifact_or_log,5973,,uxm/build/obj/archive/test_fp03_mul_int.o,MOVE_ARTIFACT
build/test_fp04_div_int.asm,.asm,build_artifact_or_log,15070,,uxm/build/asm/archive/test_fp04_div_int.asm,MOVE_ARTIFACT
build/test_fp04_div_int.o,.o,build_artifact_or_log,5973,,uxm/build/obj/archive/test_fp04_div_int.o,MOVE_ARTIFACT
build/test_fp05_from_string.asm,.asm,build_artifact_or_log,7489,,uxm/build/asm/archive/test_fp05_from_string.asm,MOVE_ARTIFACT
build/test_fp05_from_string.o,.o,build_artifact_or_log,3255,,uxm/build/obj/archive/test_fp05_from_string.o,MOVE_ARTIFACT
build/test_fp06_add_dec_string.asm,.asm,build_artifact_or_log,14898,,uxm/build/asm/archive/test_fp06_add_dec_string.asm,MOVE_ARTIFACT
build/test_fp06_add_dec_string.o,.o,build_artifact_or_log,5966,,uxm/build/obj/archive/test_fp06_add_dec_string.o,MOVE_ARTIFACT
build/test_fp07_int_zero_sign_abs.asm,.asm,build_artifact_or_log,21282,,uxm/build/asm/archive/test_fp07_int_zero_sign_abs.asm,MOVE_ARTIFACT
build/test_fp07_int_zero_sign_abs.o,.o,build_artifact_or_log,8490,,uxm/build/obj/archive/test_fp07_int_zero_sign_abs.o,MOVE_ARTIFACT
build/test_math01_poly_deriv_arge.asm,.asm,build_artifact_or_log,6931,,uxm/build/asm/archive/test_math01_poly_deriv_arge.asm,MOVE_ARTIFACT
build/test_math01_poly_deriv_arge.o,.o,build_artifact_or_log,3042,,uxm/build/obj/archive/test_math01_poly_deriv_arge.o,MOVE_ARTIFACT
build/test_math02_poly_integral_arge.asm,.asm,build_artifact_or_log,7253,,uxm/build/asm/archive/test_math02_poly_integral_arge.asm,MOVE_ARTIFACT
build/test_math02_poly_integral_arge.o,.o,build_artifact_or_log,3168,,uxm/build/obj/archive/test_math02_poly_integral_arge.o,MOVE_ARTIFACT
build/test_math03_poly_eval_arge.asm,.asm,build_artifact_or_log,5968,,uxm/build/asm/archive/test_math03_poly_eval_arge.asm,MOVE_ARTIFACT
build/test_math03_poly_eval_arge.o,.o,build_artifact_or_log,2721,,uxm/build/obj/archive/test_math03_poly_eval_arge.o,MOVE_ARTIFACT
build/test_math04_expr_rpn_eval.asm,.asm,build_artifact_or_log,6289,,uxm/build/asm/archive/test_math04_expr_rpn_eval.asm,MOVE_ARTIFACT
build/test_math04_expr_rpn_eval.o,.o,build_artifact_or_log,2876,,uxm/build/obj/archive/test_math04_expr_rpn_eval.o,MOVE_ARTIFACT
build/test_math05_num_deriv.asm,.asm,build_artifact_or_log,6711,,uxm/build/asm/archive/test_math05_num_deriv.asm,MOVE_ARTIFACT
build/test_math05_num_deriv.o,.o,build_artifact_or_log,3001,,uxm/build/obj/archive/test_math05_num_deriv.o,MOVE_ARTIFACT
build/test_math06_integral_trap.asm,.asm,build_artifact_or_log,9193,,uxm/build/asm/archive/test_math06_integral_trap.asm,MOVE_ARTIFACT
build/test_math06_integral_trap.o,.o,build_artifact_or_log,3604,,uxm/build/obj/archive/test_math06_integral_trap.o,MOVE_ARTIFACT
build/test_math07_integral_simpson.asm,.asm,build_artifact_or_log,9295,,uxm/build/asm/archive/test_math07_integral_simpson.asm,MOVE_ARTIFACT
build/test_math07_integral_simpson.o,.o,build_artifact_or_log,3655,,uxm/build/obj/archive/test_math07_integral_simpson.o,MOVE_ARTIFACT
build/test_matrix01.out.txt,.txt,build_artifact_or_log,277,10,uxm/build/logs/archive/test_matrix01.out.txt,MOVE_ARTIFACT
build/test_matrix01_init_set_print.asm,.asm,build_artifact_or_log,24218,,uxm/build/asm/archive/test_matrix01_init_set_print.asm,MOVE_ARTIFACT
build/test_matrix01_init_set_print.o,.o,build_artifact_or_log,8857,,uxm/build/obj/archive/test_matrix01_init_set_print.o,MOVE_ARTIFACT
build/test_matrix02_add_2x2.asm,.asm,build_artifact_or_log,10945,,uxm/build/asm/archive/test_matrix02_add_2x2.asm,MOVE_ARTIFACT
build/test_matrix02_add_2x2.o,.o,build_artifact_or_log,4357,,uxm/build/obj/archive/test_matrix02_add_2x2.o,MOVE_ARTIFACT
build/test_matrix03_mul_2x2.asm,.asm,build_artifact_or_log,10945,,uxm/build/asm/archive/test_matrix03_mul_2x2.asm,MOVE_ARTIFACT
build/test_matrix03_mul_2x2.o,.o,build_artifact_or_log,4357,,uxm/build/obj/archive/test_matrix03_mul_2x2.o,MOVE_ARTIFACT
build/test_matrix04.out.txt,.txt,build_artifact_or_log,302,11,uxm/build/logs/archive/test_matrix04.out.txt,MOVE_ARTIFACT
build/test_matrix04_identity_trace_det2.asm,.asm,build_artifact_or_log,12811,,uxm/build/asm/archive/test_matrix04_identity_trace_det2.asm,MOVE_ARTIFACT
build/test_matrix04_identity_trace_det2.o,.o,build_artifact_or_log,5072,,uxm/build/obj/archive/test_matrix04_identity_trace_det2.o,MOVE_ARTIFACT
build_all.bat,.bat,build_or_runner_script,679,26,uxm/scripts/build_all.bat,MOVE_SCRIPT
build_final_compiler.bat,.bat,build_or_runner_script,261,11,uxm/scripts/build_final_compiler.bat,MOVE_SCRIPT
build_one.bat,.bat,build_or_runner_script,1592,56,uxm/scripts/build_one.bat,MOVE_SCRIPT
compiler/README.md,.md,old_information_document,543,18,uxm/legacy/docs_old/compiler/README.md,MOVE_LEGACY_DOC
final/README.md,.md,final_arge_compiler,607,20,uxm/core/final_arge/README.md,MOVE_ACTIVE_CODE
final/UXM31_FINAL_ARGE_COMPILER.md,.md,final_arge_compiler,1257,53,uxm/core/final_arge/UXM31_FINAL_ARGE_COMPILER.md,MOVE_ACTIVE_CODE
final/build_final.bat,.bat,final_arge_compiler,386,10,uxm/core/final_arge/build_final.bat,MOVE_ACTIVE_CODE
final/examples/README.md,.md,final_arge_compiler,578,19,uxm/core/final_arge/examples/README.md,MOVE_ACTIVE_CODE
final/examples/dynamic_data_address.uxm,.uxm,final_arge_compiler,70,6,uxm/core/final_arge/examples/dynamic_data_address.uxm,MOVE_ACTIVE_CODE
final/examples/final_probe.uxm,.uxm,final_arge_compiler,134,9,uxm/core/final_arge/examples/final_probe.uxm,MOVE_ACTIVE_CODE
final/uxm31_compiler_final.bas,.bas,final_arge_compiler,93753,1608,uxm/core/final_arge/uxm31_compiler_final.bas,MOVE_ACTIVE_CODE
gercek_durum.md,.md,old_information_document,1207,63,uxm/legacy/docs_old/gercek_durum.md,MOVE_LEGACY_DOC
ide/README.md,.md,old_information_document,533,18,uxm/legacy/docs_old/ide/README.md,MOVE_LEGACY_DOC
ide/uxminima-vscode/.github/README.md,.md,vscode_extension,564,18,uxm/ide/vscode/.github/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/.github/copilot-instructions.md,.md,vscode_extension,2409,54,uxm/ide/vscode/.github/copilot-instructions.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/.vscode/README.md,.md,workspace_setting,573,19,uxm/legacy/docs_old/ide/uxminima-vscode/.vscode/README.md,MOVE_LEGACY_DOC
ide/uxminima-vscode/.vscode/launch.json,.json,workspace_setting,310,13,uxm/legacy/other_old/ide/uxminima-vscode/.vscode/launch.json,MOVE_LEGACY_OTHER
ide/uxminima-vscode/.vscode/tasks.json,.json,workspace_setting,282,17,uxm/legacy/other_old/ide/uxminima-vscode/.vscode/tasks.json,MOVE_LEGACY_OTHER
ide/uxminima-vscode/README.md,.md,vscode_extension,1895,82,uxm/ide/vscode/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/README.md,.md,vscode_extension,705,23,uxm/ide/vscode/docs/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM31_FINAL_ARGE_COMPILER.md,.md,vscode_extension,1257,53,uxm/ide/vscode/docs/UXM31_FINAL_ARGE_COMPILER.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_EXAMPLES.md,.md,vscode_extension,241,39,uxm/ide/vscode/docs/UXM_EXAMPLES.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_FINAL_IDE_USAGE.md,.md,vscode_extension,1000,44,uxm/ide/vscode/docs/UXM_FINAL_IDE_USAGE.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_IDE_PROTOCOL.md,.md,vscode_extension,514,15,uxm/ide/vscode/docs/UXM_IDE_PROTOCOL.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_LANGUAGE_SPEC.md,.md,vscode_extension,933,37,uxm/ide/vscode/docs/UXM_LANGUAGE_SPEC.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_MEMORY_MODEL.md,.md,vscode_extension,472,21,uxm/ide/vscode/docs/UXM_MEMORY_MODEL.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_META_SERVICES.md,.md,vscode_extension,819,28,uxm/ide/vscode/docs/UXM_META_SERVICES.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/docs/UXM_TRACE_FORMAT.md,.md,vscode_extension,548,30,uxm/ide/vscode/docs/UXM_TRACE_FORMAT.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/examples/README.md,.md,vscode_extension,580,19,uxm/ide/vscode/examples/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/examples/data_sort.uxm,.uxm,vscode_extension,206,24,uxm/ide/vscode/examples/data_sort.uxm,MOVE_ACTIVE_CODE
ide/uxminima-vscode/examples/dynamic_data_address.uxm,.uxm,vscode_extension,70,6,uxm/ide/vscode/examples/dynamic_data_address.uxm,MOVE_ACTIVE_CODE
ide/uxminima-vscode/examples/fifo_watch.uxm,.uxm,vscode_extension,101,11,uxm/ide/vscode/examples/fifo_watch.uxm,MOVE_ACTIVE_CODE
ide/uxminima-vscode/examples/final_probe.uxm,.uxm,vscode_extension,134,9,uxm/ide/vscode/examples/final_probe.uxm,MOVE_ACTIVE_CODE
ide/uxminima-vscode/ide_okubeni.md,.md,vscode_extension,2195,94,uxm/ide/vscode/ide_okubeni.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/language-configuration.json,.json,vscode_extension,408,21,uxm/ide/vscode/language-configuration.json,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/README.md,.md,vscode_extension,846,29,uxm/ide/vscode/out/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/diagnostics.js,.js,vscode_extension,6849,,uxm/ide/vscode/out/diagnostics.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/diagnostics.js.map,.map,vscode_extension,5562,,uxm/ide/vscode/out/diagnostics.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/extension.js,.js,vscode_extension,13374,,uxm/ide/vscode/out/extension.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/extension.js.map,.map,vscode_extension,11926,,uxm/ide/vscode/out/extension.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/metaServices.js,.js,vscode_extension,12480,,uxm/ide/vscode/out/metaServices.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/metaServices.js.map,.map,vscode_extension,11370,,uxm/ide/vscode/out/metaServices.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/toolchain.js,.js,vscode_extension,11087,,uxm/ide/vscode/out/toolchain.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/toolchain.js.map,.map,vscode_extension,10285,,uxm/ide/vscode/out/toolchain.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/traceReader.js,.js,vscode_extension,2663,,uxm/ide/vscode/out/traceReader.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/traceReader.js.map,.map,vscode_extension,1379,,uxm/ide/vscode/out/traceReader.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/uxmInterpreter.js,.js,vscode_extension,76008,,uxm/ide/vscode/out/uxmInterpreter.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/uxmInterpreter.js.map,.map,vscode_extension,88403,,uxm/ide/vscode/out/uxmInterpreter.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/views/README.md,.md,vscode_extension,584,19,uxm/ide/vscode/out/views/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/views/memoryView.js,.js,vscode_extension,8488,,uxm/ide/vscode/out/views/memoryView.js,MOVE_ACTIVE_CODE
ide/uxminima-vscode/out/views/memoryView.js.map,.map,vscode_extension,2236,,uxm/ide/vscode/out/views/memoryView.js.map,MOVE_ACTIVE_CODE
ide/uxminima-vscode/package-lock.json,.json,vscode_extension,1871,59,uxm/ide/vscode/package-lock.json,MOVE_ACTIVE_CODE
ide/uxminima-vscode/package.json,.json,vscode_extension,7200,245,uxm/ide/vscode/package.json,MOVE_ACTIVE_CODE
ide/uxminima-vscode/snippets/README.md,.md,vscode_extension,559,18,uxm/ide/vscode/snippets/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/snippets/uxm.code-snippets,.code-snippets,vscode_extension,2016,,uxm/ide/vscode/snippets/uxm.code-snippets,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/README.md,.md,vscode_extension,672,23,uxm/ide/vscode/src/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/diagnostics.ts,.ts,vscode_extension,5189,119,uxm/ide/vscode/src/diagnostics.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/extension.ts,.ts,vscode_extension,10778,237,uxm/ide/vscode/src/extension.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/metaServices.ts,.ts,vscode_extension,12222,124,uxm/ide/vscode/src/metaServices.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/toolchain.ts,.ts,vscode_extension,9885,234,uxm/ide/vscode/src/toolchain.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/traceReader.ts,.ts,vscode_extension,1782,78,uxm/ide/vscode/src/traceReader.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/uxmInterpreter.ts,.ts,vscode_extension,57901,1235,uxm/ide/vscode/src/uxmInterpreter.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/views/README.md,.md,vscode_extension,556,18,uxm/ide/vscode/src/views/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/src/views/memoryView.ts,.ts,vscode_extension,7177,134,uxm/ide/vscode/src/views/memoryView.ts,MOVE_ACTIVE_CODE
ide/uxminima-vscode/syntaxes/README.md,.md,vscode_extension,561,18,uxm/ide/vscode/syntaxes/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/syntaxes/uxm.tmLanguage.json,.json,vscode_extension,2687,90,uxm/ide/vscode/syntaxes/uxm.tmLanguage.json,MOVE_ACTIVE_CODE
ide/uxminima-vscode/tools/README.md,.md,vscode_extension,558,18,uxm/ide/vscode/tools/README.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/tools/README_TOOLCHAIN.md,.md,vscode_extension,363,21,uxm/ide/vscode/tools/README_TOOLCHAIN.md,MOVE_ACTIVE_CODE
ide/uxminima-vscode/tools/build_final_compiler.bat,.bat,vscode_extension,386,10,uxm/ide/vscode/tools/build_final_compiler.bat,MOVE_ACTIVE_CODE
ide/uxminima-vscode/tsconfig.json,.json,vscode_extension,291,14,uxm/ide/vscode/tsconfig.json,MOVE_ACTIVE_CODE
ide/uxminima-vscode/uxminima-vscode-0.1.0.vsix,.vsix,vscode_extension,64130,,uxm/ide/vscode/uxminima-vscode-0.1.0.vsix,MOVE_ACTIVE_CODE
